osmid,y,x,street_count,highway,geometry
258914256,23.1435974,-82.391349,4,,POINT (-82.39134900000001 23.1435974)
258914258,23.1427492,-82.3905596,4,,POINT (-82.3905596 23.1427492)
258914264,23.1411327,-82.389107,4,,POINT (-82.389107 23.1411327)
258914275,23.1367643,-82.3852519,3,,POINT (-82.3852519 23.1367643)
258914277,23.1361115,-82.3861037,4,,POINT (-82.38610370000001 23.1361115)
258914287,23.1404575,-82.3899726,4,,POINT (-82.38997259999999 23.1404575)
258914289,23.1412514,-82.3906738,4,,POINT (-82.3906738 23.1412514)
258914294,23.1420601,-82.3914118,3,,POINT (-82.3914118 23.1420601)
258914302,23.1429387,-82.3922052,4,,POINT (-82.39220520000001 23.1429387)
258914313,23.1437343,-82.3929485,4,,POINT (-82.3929485 23.1437343)
258914316,23.132295,-82.4078511,3,,POINT (-82.4078511 23.132295)
258914319,23.1339581,-82.4056972,4,traffic_signals,POINT (-82.40569720000001 23.1339581)
258914321,23.1347872,-82.4063961,3,,POINT (-82.40639609999999 23.1347872)
258914324,23.1389799,-82.4009163,4,,POINT (-82.40091630000001 23.1389799)
258914326,23.1436597,-82.3947768,4,,POINT (-82.3947768 23.1436597)
258914328,23.1438617,-82.3944996,4,,POINT (-82.3944996 23.1438617)
258914335,23.1355812,-82.4070875,4,traffic_signals,POINT (-82.4070875 23.1355812)
258914339,23.1360726,-82.4082351,3,,POINT (-82.4082351 23.1360726)
258914342,23.1363587,-82.4078785,4,,POINT (-82.4078785 23.1363587)
258914345,23.1439144,-82.3979989,3,,POINT (-82.3979989 23.1439144)
258914361,23.1463896,-82.3894385,3,,POINT (-82.3894385 23.1463896)
258914372,23.1453975,-82.38898,3,,POINT (-82.38898 23.1453975)
258914374,23.1422628,-82.3930847,4,,POINT (-82.3930847 23.1422628)
258914376,23.1420639,-82.3933593,4,,POINT (-82.3933593 23.1420639)
258914377,23.1413961,-82.394221,4,,POINT (-82.394221 23.1413961)
258914378,23.1407369,-82.3950824,4,,POINT (-82.39508240000001 23.1407369)
258914379,23.1415392,-82.392095,3,,POINT (-82.392095 23.1415392)
258914382,23.1362831,-82.3989513,4,,POINT (-82.39895129999999 23.1362831)
258927799,23.142741,-82.3887344,3,,POINT (-82.3887344 23.142741)
258927809,23.1354877,-82.3982506,4,,POINT (-82.3982506 23.1354877)
258927813,23.1452724,-82.3834868,3,,POINT (-82.3834868 23.1452724)
258927815,23.1431208,-82.3865006,4,,POINT (-82.38650060000001 23.1431208)
258927852,23.1330681,-82.3960721,4,traffic_signals,POINT (-82.3960721 23.1330681)
258927858,23.1322574,-82.3953611,4,,POINT (-82.3953611 23.1322574)
258927862,23.1371481,-82.3889687,4,,POINT (-82.38896870000001 23.1371481)
258927864,23.1373545,-82.3886987,4,,POINT (-82.38869870000001 23.1373545)
258927867,23.1354299,-82.3870058,4,,POINT (-82.3870058 23.1354299)
258927868,23.135227,-82.3872715,4,,POINT (-82.3872715 23.135227)
258927870,23.1345693,-82.3881401,4,,POINT (-82.3881401 23.1345693)
258927874,23.1303543,-82.3936494,4,,POINT (-82.3936494 23.1303543)
258927878,23.1221929,-82.4040023,4,,POINT (-82.4040023 23.1221929)
258927879,23.1228717,-82.4031207,4,,POINT (-82.4031207 23.1228717)
258927884,23.1259153,-82.3975814,3,,POINT (-82.39758140000001 23.1259153)
258927886,23.1261688,-82.397256,4,,POINT (-82.397256 23.1261688)
258927888,23.1295172,-82.3928831,4,,POINT (-82.39288310000001 23.1295172)
258927890,23.1297344,-82.3926127,4,,POINT (-82.3926127 23.1297344)
258927892,23.1373034,-82.3827554,4,,POINT (-82.38275539999999 23.1373034)
258927893,23.1346817,-82.3834704,3,,POINT (-82.38347039999999 23.1346817)
258927897,23.1424738,-82.3753136,3,,POINT (-82.3753136 23.1424738)
258927899,23.139866,-82.3781,4,,POINT (-82.3781 23.139866)
258927902,23.1412298,-82.376431,4,,POINT (-82.376431 23.1412298)
258927904,23.1423087,-82.3754158,3,,POINT (-82.3754158 23.1423087)
258927906,23.1405029,-82.3760801,4,,POINT (-82.3760801 23.1405029)
258927908,23.1400504,-82.3772381,4,,POINT (-82.3772381 23.1400504)
258927920,23.1394499,-82.3769989,4,,POINT (-82.3769989 23.1394499)
258927922,23.1401197,-82.3751016,4,,POINT (-82.37510159999999 23.1401197)
258927924,23.140701,-82.3725756,1,,POINT (-82.3725756 23.140701)
258927936,23.1405832,-82.3720022,4,,POINT (-82.3720022 23.1405832)
258927951,23.1404348,-82.3704755,3,,POINT (-82.3704755 23.1404348)
258927954,23.1408312,-82.3713563,3,,POINT (-82.3713563 23.1408312)
258927964,23.1405925,-82.3737581,4,,POINT (-82.3737581 23.1405925)
258927967,23.1410367,-82.3738847,4,,POINT (-82.3738847 23.1410367)
258927971,23.1418735,-82.3743369,4,,POINT (-82.3743369 23.1418735)
258927973,23.142255,-82.3747914,3,,POINT (-82.37479140000001 23.142255)
258927975,23.1373864,-82.3728563,4,,POINT (-82.3728563 23.1373864)
258942448,23.143776,-82.396395,4,,POINT (-82.396395 23.143776)
258942449,23.1429712,-82.3956648,4,,POINT (-82.39566480000001 23.1429712)
258942450,23.14219,-82.3949355,4,,POINT (-82.3949355 23.14219)
258942451,23.1409313,-82.3938311,3,,POINT (-82.3938311 23.1409313)
258942452,23.1405015,-82.3934482,4,,POINT (-82.39344819999999 23.1405015)
258942454,23.1388929,-82.3920149,4,,POINT (-82.39201490000001 23.1388929)
258942455,23.1380882,-82.3912978,4,,POINT (-82.3912978 23.1380882)
258942456,23.1373028,-82.390598,4,,POINT (-82.390598 23.1373028)
258942457,23.1364524,-82.3898506,4,,POINT (-82.3898506 23.1364524)
258942458,23.1337622,-82.3874099,4,,POINT (-82.38740989999999 23.1337622)
258942459,23.1329539,-82.3866795,4,,POINT (-82.3866795 23.1329539)
258942460,23.1431308,-82.3972565,4,,POINT (-82.3972565 23.1431308)
258942462,23.1415275,-82.3958183,4,,POINT (-82.3958183 23.1415275)
258942463,23.140523,-82.3948681,3,,POINT (-82.3948681 23.140523)
258942466,23.138243,-82.3928679,4,,POINT (-82.3928679 23.138243)
258942467,23.1374241,-82.392149,4,,POINT (-82.392149 23.1374241)
258942468,23.1366328,-82.3914704,4,,POINT (-82.3914704 23.1366328)
258942469,23.1358011,-82.390706,4,,POINT (-82.39070599999999 23.1358011)
258942470,23.1339011,-82.3890364,4,,POINT (-82.38903639999999 23.1339011)
258942471,23.1330627,-82.3882819,4,,POINT (-82.3882819 23.1330627)
258942472,23.1322731,-82.3875798,3,,POINT (-82.3875798 23.1322731)
258942474,23.1314742,-82.388593,4,,POINT (-82.388593 23.1314742)
258942475,23.1322829,-82.3892981,4,,POINT (-82.3892981 23.1322829)
258942477,23.1350217,-82.3917306,4,,POINT (-82.3917306 23.1350217)
258942478,23.1358491,-82.3924908,4,,POINT (-82.3924908 23.1358491)
258942479,23.1366544,-82.3931915,4,,POINT (-82.3931915 23.1366544)
258942480,23.1374609,-82.3938918,4,,POINT (-82.39389180000001 23.1374609)
258942481,23.138247,-82.3946097,4,,POINT (-82.3946097 23.138247)
258942483,23.1399156,-82.396107,3,,POINT (-82.396107 23.1399156)
258942486,23.1423306,-82.3983041,4,,POINT (-82.3983041 23.1423306)
258942487,23.1431203,-82.3990176,4,,POINT (-82.39901759999999 23.1431203)
258942490,23.142553,-82.3997623,4,,POINT (-82.39976230000001 23.142553)
258942491,23.1417901,-82.3990117,4,,POINT (-82.3990117 23.1417901)
258942494,23.1393755,-82.3968299,3,,POINT (-82.3968299 23.1393755)
258942496,23.1377008,-82.3953337,4,,POINT (-82.39533369999999 23.1377008)
258942497,23.1369006,-82.3946224,4,,POINT (-82.3946224 23.1369006)
258942498,23.1360979,-82.3939089,4,,POINT (-82.3939089 23.1360979)
258942499,23.1353025,-82.3932025,4,,POINT (-82.3932025 23.1353025)
258942500,23.1344599,-82.3924529,4,,POINT (-82.39245289999999 23.1344599)
258942502,23.1317344,-82.3900372,4,,POINT (-82.39003719999999 23.1317344)
258942503,23.1309014,-82.3893092,4,,POINT (-82.3893092 23.1309014)
258942504,23.1293733,-82.3879006,3,,POINT (-82.38790059999999 23.1293733)
258942507,23.1419351,-82.4006009,4,,POINT (-82.4006009 23.1419351)
258942508,23.1411275,-82.399879,4,,POINT (-82.399879 23.1411275)
258942509,23.1403107,-82.3991768,4,,POINT (-82.39917680000001 23.1403107)
258942510,23.1395194,-82.3984467,4,,POINT (-82.39844669999999 23.1395194)
258942511,23.1387052,-82.3976932,3,,POINT (-82.39769320000001 23.1387052)
258942559,23.1378261,-82.3969116,4,,POINT (-82.3969116 23.1378261)
258942560,23.13704,-82.3962115,4,,POINT (-82.39621150000001 23.13704)
258942565,23.1362347,-82.3954944,4,,POINT (-82.3954944 23.1362347)
258942566,23.1354355,-82.3947826,4,,POINT (-82.3947826 23.1354355)
258942568,23.1338047,-82.3933303,4,,POINT (-82.3933303 23.1338047)
258942569,23.1318952,-82.3916287,4,,POINT (-82.3916287 23.1318952)
258942570,23.1310821,-82.3908999,4,,POINT (-82.39089989999999 23.1310821)
258942575,23.1303969,-82.3917766,4,,POINT (-82.3917766 23.1303969)
258942576,23.1312041,-82.3925168,4,,POINT (-82.3925168 23.1312041)
258942579,23.1331264,-82.394209,4,,POINT (-82.394209 23.1331264)
258942582,23.1347579,-82.3956473,4,,POINT (-82.39564729999999 23.1347579)
258942583,23.1355779,-82.3963659,4,,POINT (-82.39636590000001 23.1355779)
258942584,23.136374,-82.3970635,4,,POINT (-82.3970635 23.136374)
258942585,23.1371778,-82.397779,4,,POINT (-82.397779 23.1371778)
258942586,23.1380411,-82.39858,4,,POINT (-82.39858 23.1380411)
258942587,23.1388558,-82.3993084,4,,POINT (-82.3993084 23.1388558)
258942588,23.139659,-82.4000377,4,,POINT (-82.4000377 23.139659)
258942589,23.1404644,-82.4007472,4,,POINT (-82.4007472 23.1404644)
258942590,23.1412506,-82.4014648,4,,POINT (-82.4014648 23.1412506)
258942592,23.1302554,-82.390159,4,,POINT (-82.390159 23.1302554)
258942593,23.129593,-82.3910474,4,,POINT (-82.39104740000001 23.129593)
258942595,23.1291262,-82.3920779,4,,POINT (-82.3920779 23.1291262)
258942601,23.1194966,-82.4060022,4,,POINT (-82.4060022 23.1194966)
258942606,23.1207157,-82.3941036,4,,POINT (-82.39410359999999 23.1207157)
258942608,23.1259837,-82.3985137,3,,POINT (-82.3985137 23.1259837)
258942609,23.1263291,-82.3988343,4,,POINT (-82.3988343 23.1263291)
258942621,23.1195026,-82.4045047,4,,POINT (-82.4045047 23.1195026)
258942622,23.1201635,-82.4051319,4,,POINT (-82.4051319 23.1201635)
258942624,23.1229011,-82.407568,4,,POINT (-82.407568 23.1229011)
258942625,23.1237083,-82.4082729,4,,POINT (-82.4082729 23.1237083)
258942630,23.1230071,-82.4092008,4,,POINT (-82.40920079999999 23.1230071)
258942631,23.1233047,-82.4094735,1,,POINT (-82.4094735 23.1233047)
258942643,23.1215232,-82.4033993,4,,POINT (-82.4033993 23.1215232)
258942645,23.1242353,-82.4058133,4,,POINT (-82.40581330000001 23.1242353)
258942646,23.1250383,-82.4065446,4,,POINT (-82.4065446 23.1250383)
258942648,23.1266463,-82.4079696,4,,POINT (-82.4079696 23.1266463)
258942649,23.127453,-82.4087093,4,,POINT (-82.4087093 23.127453)
258942650,23.1282419,-82.4094141,4,,POINT (-82.40941410000001 23.1282419)
258942656,23.125175,-82.4051844,2,,POINT (-82.4051844 23.125175)
258942658,23.1264971,-82.4063772,4,,POINT (-82.40637719999999 23.1264971)
258942659,23.1273064,-82.4071015,4,,POINT (-82.4071015 23.1273064)
258942660,23.1281225,-82.4078352,4,,POINT (-82.40783519999999 23.1281225)
258942661,23.12891,-82.4085405,4,,POINT (-82.4085405 23.12891)
258942664,23.1305401,-82.4100123,3,,POINT (-82.41001230000001 23.1305401)
258942674,23.1303069,-82.4103081,3,,POINT (-82.41030809999999 23.1303069)
258942675,23.1312068,-82.4091463,3,,POINT (-82.4091463 23.1312068)
258942677,23.1304714,-82.4084756,3,,POINT (-82.4084756 23.1304714)
258942679,23.1298468,-82.4093822,3,,POINT (-82.4093822 23.1298468)
258942680,23.1292106,-82.41024,4,,POINT (-82.41024 23.1292106)
258942681,23.1290246,-82.4100828,4,,POINT (-82.4100828 23.1290246)
258942687,23.1255335,-82.4040624,4,,POINT (-82.4040624 23.1255335)
258942697,23.1263727,-82.4048108,4,,POINT (-82.40481080000001 23.1263727)
258942718,23.1271761,-82.4055117,4,,POINT (-82.40551170000001 23.1271761)
258942738,23.1279697,-82.4062293,4,,POINT (-82.40622930000001 23.1279697)
258942750,23.128795,-82.4069569,4,,POINT (-82.4069569 23.128795)
258942752,23.1311405,-82.4076067,3,,POINT (-82.4076067 23.1311405)
258942754,23.1294635,-82.406084,4,,POINT (-82.40608400000001 23.1294635)
258942755,23.1286301,-82.4053607,4,,POINT (-82.4053607 23.1286301)
258942756,23.1278441,-82.4046476,4,,POINT (-82.4046476 23.1278441)
258942757,23.1270496,-82.4039312,4,,POINT (-82.4039312 23.1270496)
258942759,23.127719,-82.4030614,4,,POINT (-82.4030614 23.127719)
258942760,23.1285109,-82.4037727,4,,POINT (-82.4037727 23.1285109)
258942761,23.1292991,-82.4044809,4,,POINT (-82.4044809 23.1292991)
258942762,23.1301237,-82.4052218,4,,POINT (-82.40522180000001 23.1301237)
258942763,23.1309293,-82.4059455,4,,POINT (-82.4059455 23.1309293)
258942764,23.1317974,-82.4067286,3,,POINT (-82.40672859999999 23.1317974)
258942765,23.1325949,-82.4074417,3,,POINT (-82.40744170000001 23.1325949)
258942768,23.1275487,-82.4014399,4,,POINT (-82.4014399 23.1275487)
258942769,23.1283875,-82.4021927,4,,POINT (-82.4021927 23.1283875)
258942770,23.1291866,-82.4029095,4,,POINT (-82.40290950000001 23.1291866)
258942771,23.1299638,-82.4036069,4,,POINT (-82.4036069 23.1299638)
258942772,23.1307917,-82.4043497,4,,POINT (-82.4043497 23.1307917)
258942773,23.1315783,-82.4050555,4,,POINT (-82.4050555 23.1315783)
258942774,23.1324692,-82.4058468,3,,POINT (-82.40584680000001 23.1324692)
258942775,23.1332923,-82.4065425,3,,POINT (-82.4065425 23.1332923)
258942780,23.1362007,-82.4062574,4,,POINT (-82.4062574 23.1362007)
258942781,23.1354395,-82.4055436,4,,POINT (-82.4055436 23.1354395)
258942782,23.1346349,-82.4048012,4,,POINT (-82.40480119999999 23.1346349)
258942783,23.1338363,-82.4041144,3,,POINT (-82.4041144 23.1338363)
258942784,23.1329348,-82.4033138,4,,POINT (-82.40331380000001 23.1329348)
258942785,23.1321264,-82.4026066,4,,POINT (-82.4026066 23.1321264)
258942786,23.1313155,-82.4018506,4,,POINT (-82.4018506 23.1313155)
258942787,23.1305399,-82.4011286,4,,POINT (-82.40112860000001 23.1305399)
258942788,23.1297352,-82.4004314,4,,POINT (-82.4004314 23.1297352)
258942789,23.1288879,-82.3996958,4,,POINT (-82.3996958 23.1288879)
258942790,23.126974,-82.3979846,4,,POINT (-82.3979846 23.126974)
258942791,23.1258592,-82.3969914,3,,POINT (-82.3969914 23.1258592)
258942793,23.1276362,-82.3971059,4,,POINT (-82.3971059 23.1276362)
258942795,23.1295651,-82.3988209,4,,POINT (-82.3988209 23.1295651)
258942796,23.1303883,-82.399558,4,,POINT (-82.399558 23.1303883)
258942799,23.1328036,-82.4017222,4,,POINT (-82.40172219999999 23.1328036)
258942800,23.133596,-82.4024222,4,,POINT (-82.4024222 23.133596)
258942801,23.1345202,-82.4032229,3,,POINT (-82.4032229 23.1345202)
258942802,23.1353052,-82.4039418,4,,POINT (-82.4039418 23.1353052)
258942804,23.1368958,-82.4053733,3,,POINT (-82.40537329999999 23.1368958)
258942808,23.1375722,-82.404514,4,,POINT (-82.40451400000001 23.1375722)
258942810,23.1351668,-82.4023578,3,,POINT (-82.4023578 23.1351668)
258942811,23.134264,-82.4015644,4,,POINT (-82.4015644 23.134264)
258942812,23.1334745,-82.4008461,4,,POINT (-82.4008461 23.1334745)
258942815,23.1310563,-82.398689,4,,POINT (-82.398689 23.1310563)
258942816,23.1302066,-82.3979555,4,,POINT (-82.39795549999999 23.1302066)
258942818,23.1283236,-82.3962208,4,,POINT (-82.39622079999999 23.1283236)
258942819,23.1275211,-82.3955272,4,,POINT (-82.3955272 23.1275211)
258942820,23.1227685,-82.3897615,3,,POINT (-82.38976150000001 23.1227685)
258942822,23.1281744,-82.3946567,4,,POINT (-82.3946567 23.1281744)
258942823,23.1289787,-82.3953696,4,,POINT (-82.3953696 23.1289787)
258942824,23.1308973,-82.3970869,4,,POINT (-82.39708690000001 23.1308973)
258942825,23.1317265,-82.3978172,4,,POINT (-82.39781720000001 23.1317265)
258942826,23.1325231,-82.398535,4,,POINT (-82.398535 23.1325231)
258942827,23.1333389,-82.3992604,4,,POINT (-82.3992604 23.1333389)
258942828,23.1341403,-82.3999766,4,,POINT (-82.3999766 23.1341403)
258942829,23.1349148,-82.400703,4,,POINT (-82.40070299999999 23.1349148)
258942830,23.1358225,-82.4014983,3,,POINT (-82.4014983 23.1358225)
258942833,23.1366378,-82.4021989,4,,POINT (-82.4021989 23.1366378)
258942834,23.1374485,-82.4029177,4,,POINT (-82.4029177 23.1374485)
258942835,23.1382751,-82.4036282,3,,POINT (-82.4036282 23.1382751)
258942836,23.1389495,-82.4027622,3,,POINT (-82.4027622 23.1389495)
258942837,23.1381253,-82.4020331,4,,POINT (-82.4020331 23.1381253)
258942838,23.1372947,-82.4013407,4,,POINT (-82.40134070000001 23.1372947)
258942839,23.1364919,-82.4006196,3,,POINT (-82.4006196 23.1364919)
258942840,23.135583,-82.3998487,4,,POINT (-82.39984870000001 23.135583)
258942841,23.1347924,-82.3991251,4,,POINT (-82.39912510000001 23.1347924)
258942842,23.134009,-82.3984013,4,,POINT (-82.3984013 23.134009)
258942844,23.132386,-82.3969592,4,,POINT (-82.3969592 23.132386)
258942845,23.1315708,-82.3962298,4,,POINT (-82.3962298 23.1315708)
258942847,23.1296701,-82.3945003,4,,POINT (-82.3945003 23.1296701)
258942848,23.1288536,-82.3937907,4,,POINT (-82.3937907 23.1288536)
258942849,23.1265713,-82.3917422,4,,POINT (-82.3917422 23.1265713)
258942850,23.1249879,-82.3903156,4,,POINT (-82.39031559999999 23.1249879)
258942851,23.1241826,-82.3896196,4,,POINT (-82.3896196 23.1241826)
258942852,23.1259122,-82.3926007,3,,POINT (-82.3926007 23.1259122)
258942853,23.1272773,-82.3908404,4,,POINT (-82.3908404 23.1272773)
258942854,23.1274507,-82.3906215,4,,POINT (-82.39062149999999 23.1274507)
258942855,23.1281277,-82.3897276,4,,POINT (-82.3897276 23.1281277)
258944491,23.1266963,-82.3933047,4,,POINT (-82.3933047 23.1266963)
258944494,23.1240619,-82.3933283,3,,POINT (-82.39332829999999 23.1240619)
258944498,23.1227595,-82.3947173,3,,POINT (-82.3947173 23.1227595)
258944501,23.1215948,-82.3940979,3,,POINT (-82.39409790000001 23.1215948)
258944504,23.122955,-82.3928639,3,,POINT (-82.39286389999999 23.122955)
258944505,23.1251298,-82.391923,4,,POINT (-82.39192300000001 23.1251298)
258944506,23.1257909,-82.3910432,4,,POINT (-82.3910432 23.1257909)
258944507,23.1264901,-82.3901549,4,,POINT (-82.3901549 23.1264901)
258944514,23.1236432,-82.3920537,4,,POINT (-82.39205370000001 23.1236432)
258944515,23.1243121,-82.3911937,4,,POINT (-82.3911937 23.1243121)
258944516,23.1256666,-82.3894286,4,,POINT (-82.3894286 23.1256666)
258944517,23.1258304,-82.3891975,3,,POINT (-82.38919749999999 23.1258304)
258944519,23.1216819,-82.3928035,3,,POINT (-82.3928035 23.1216819)
258944523,23.1220844,-82.3906226,4,,POINT (-82.3906226 23.1220844)
258944524,23.1244746,-82.3927949,4,,POINT (-82.3927949 23.1244746)
258944525,23.12488,-82.3931773,3,,POINT (-82.3931773 23.12488)
259025246,23.134437,-82.4031449,3,,POINT (-82.4031449 23.134437)
259025249,23.1404681,-82.3948022,3,,POINT (-82.3948022 23.1404681)
259025250,23.1417743,-82.3911357,3,,POINT (-82.39113570000001 23.1417743)
259025252,23.1364222,-82.4005619,3,,POINT (-82.4005619 23.1364222)
259025255,23.139854,-82.3960494,3,,POINT (-82.3960494 23.139854)
259025257,23.1437756,-82.38561,4,,POINT (-82.38561 23.1437756)
259025260,23.1350878,-82.4022908,3,,POINT (-82.4022908 23.1350878)
259025262,23.1337475,-82.4040419,3,,POINT (-82.4040419 23.1337475)
259025263,23.1429638,-82.3878211,3,,POINT (-82.3878211 23.1429638)
259025264,23.1425738,-82.3889035,4,,POINT (-82.3889035 23.1425738)
259025268,23.1441919,-82.3844926,4,,POINT (-82.3844926 23.1441919)
259025270,23.142566,-82.3889225,3,,POINT (-82.38892250000001 23.142566)
259025273,23.1357559,-82.401442,3,,POINT (-82.401442 23.1357559)
259025275,23.1408726,-82.3937789,3,,POINT (-82.3937789 23.1408726)
259025276,23.1370972,-82.3996686,4,traffic_signals,POINT (-82.3996686 23.1370972)
259025311,23.141269,-82.3922081,3,,POINT (-82.3922081 23.141269)
259025324,23.1437491,-82.3856841,3,,POINT (-82.38568410000001 23.1437491)
259025325,23.1433671,-82.3867154,4,traffic_signals,POINT (-82.3867154 23.1433671)
259069643,23.1438329,-82.3785406,3,,POINT (-82.37854059999999 23.1438329)
259080004,23.1425189,-82.3777592,4,,POINT (-82.3777592 23.1425189)
259080007,23.1417361,-82.3769455,4,,POINT (-82.37694550000001 23.1417361)
259080008,23.1397793,-82.376,4,,POINT (-82.376 23.1397793)
259080009,23.1385286,-82.3758863,3,,POINT (-82.3758863 23.1385286)
259080010,23.1372692,-82.3758009,4,,POINT (-82.3758009 23.1372692)
259080038,23.1415117,-82.3785323,3,,POINT (-82.3785323 23.1415117)
259080039,23.1409738,-82.3779413,4,,POINT (-82.3779413 23.1409738)
259080040,23.1404608,-82.3774018,4,,POINT (-82.3774018 23.1404608)
259080041,23.1378403,-82.3766626,4,,POINT (-82.3766626 23.1378403)
259080042,23.1372332,-82.3766273,4,,POINT (-82.3766273 23.1372332)
259080046,23.1421287,-82.376435,3,,POINT (-82.376435 23.1421287)
259080047,23.1418888,-82.3757335,3,,POINT (-82.3757335 23.1418888)
259080048,23.1411029,-82.3749746,4,,POINT (-82.3749746 23.1411029)
259080050,23.1403009,-82.3745863,3,,POINT (-82.3745863 23.1403009)
259080051,23.1396117,-82.3743535,4,,POINT (-82.3743535 23.1396117)
259080052,23.1389533,-82.3741541,4,,POINT (-82.3741541 23.1389533)
259080053,23.1379695,-82.3740131,4,,POINT (-82.3740131 23.1379695)
259080054,23.1373425,-82.3739176,4,,POINT (-82.3739176 23.1373425)
259080055,23.132134,-82.373158,4,,POINT (-82.373158 23.132134)
259080056,23.1317422,-82.3730981,4,,POINT (-82.37309810000001 23.1317422)
259080057,23.1373086,-82.3747578,4,,POINT (-82.3747578 23.1373086)
259080058,23.1334211,-82.3745435,3,,POINT (-82.3745435 23.1334211)
259080059,23.1400683,-82.3784894,3,,POINT (-82.37848940000001 23.1400683)
259080060,23.1397577,-82.3780611,4,,POINT (-82.3780611 23.1397577)
259080063,23.1371984,-82.3774768,4,,POINT (-82.3774768 23.1371984)
259080065,23.1383762,-82.3767106,3,,POINT (-82.3767106 23.1383762)
259080066,23.1387783,-82.3748494,4,,POINT (-82.3748494 23.1387783)
259080068,23.139189,-82.3729891,4,,POINT (-82.3729891 23.139189)
259080069,23.13929,-82.3718948,3,,POINT (-82.37189480000001 23.13929)
259080070,23.1394412,-82.3704344,3,,POINT (-82.37043439999999 23.1394412)
259080071,23.1402003,-82.3635965,4,,POINT (-82.3635965 23.1402003)
259080072,23.1395737,-82.3579926,4,,POINT (-82.3579926 23.1395737)
259080073,23.1394436,-82.357098,3,,POINT (-82.35709799999999 23.1394436)
259080074,23.1384265,-82.3740716,3,,POINT (-82.37407159999999 23.1384265)
259080076,23.1385136,-82.372943,4,,POINT (-82.37294300000001 23.1385136)
259080077,23.1387818,-82.3704071,4,,POINT (-82.37040709999999 23.1387818)
259080079,23.1395177,-82.3635557,4,,POINT (-82.36355570000001 23.1395177)
259080081,23.1388588,-82.3582345,3,,POINT (-82.35823449999999 23.1388588)
259080083,23.1377171,-82.3793206,3,,POINT (-82.3793206 23.1377171)
259080085,23.1377607,-82.3784052,4,,POINT (-82.3784052 23.1377607)
259080087,23.1378051,-82.3775158,4,,POINT (-82.3775158 23.1378051)
259080088,23.1378718,-82.3758261,4,,POINT (-82.3758261 23.1378718)
259080090,23.1379266,-82.374802,4,,POINT (-82.374802 23.1379266)
259080092,23.1380269,-82.3729186,4,,POINT (-82.37291860000001 23.1380269)
259080094,23.1381553,-82.370375,4,,POINT (-82.370375 23.1381553)
259080096,23.1385768,-82.3635147,4,,POINT (-82.3635147 23.1385768)
259080098,23.1386695,-82.3624212,4,,POINT (-82.3624212 23.1386695)
259080101,23.1386751,-82.3616575,3,,POINT (-82.36165750000001 23.1386751)
259080107,23.1363953,-82.377434,4,,POINT (-82.37743399999999 23.1363953)
259080109,23.1364277,-82.3765908,4,,POINT (-82.3765908 23.1364277)
259080112,23.1365921,-82.373817,4,,POINT (-82.373817 23.1365921)
259080113,23.1366553,-82.3728285,4,,POINT (-82.3728285 23.1366553)
259080114,23.1367716,-82.3702569,4,,POINT (-82.3702569 23.1367716)
259080115,23.1371045,-82.363366,4,,POINT (-82.363366 23.1371045)
259080116,23.1371518,-82.3623789,4,,POINT (-82.3623789 23.1371518)
259080117,23.1372431,-82.361624,4,,POINT (-82.36162400000001 23.1372431)
259080118,23.1373793,-82.3608837,4,,POINT (-82.3608837 23.1373793)
259080120,23.1377942,-82.3601791,4,,POINT (-82.3601791 23.1377942)
259080121,23.1382147,-82.3596448,3,,POINT (-82.3596448 23.1382147)
259080124,23.1357204,-82.3774114,4,,POINT (-82.3774114 23.1357204)
259080125,23.135753,-82.3765452,4,,POINT (-82.3765452 23.135753)
259080128,23.1358889,-82.3737115,4,,POINT (-82.3737115 23.1358889)
259080129,23.1359496,-82.3727651,4,,POINT (-82.3727651 23.1359496)
259080130,23.1361008,-82.3701622,4,,POINT (-82.3701622 23.1361008)
259080131,23.1362309,-82.3675987,4,,POINT (-82.3675987 23.1362309)
259080132,23.1362631,-82.36686,4,,POINT (-82.36686 23.1362631)
259080133,23.1365163,-82.3632584,3,traffic_signals,POINT (-82.36325840000001 23.1365163)
259080136,23.1347178,-82.3811265,2,,POINT (-82.38112649999999 23.1347178)
259080138,23.1349316,-82.3773661,4,,POINT (-82.3773661 23.1349316)
259080139,23.1349952,-82.3764931,4,,POINT (-82.3764931 23.1349952)
259080140,23.1350533,-82.3756442,4,,POINT (-82.3756442 23.1350533)
259080141,23.1350927,-82.374638,4,,POINT (-82.374638 23.1350927)
259080142,23.1351555,-82.3736001,4,,POINT (-82.3736001 23.1351555)
259080143,23.1352119,-82.3727016,4,,POINT (-82.3727016 23.1352119)
259080144,23.1354101,-82.3700792,4,,POINT (-82.37007920000001 23.1354101)
259080145,23.136187,-82.3606433,3,,POINT (-82.36064330000001 23.136187)
259080146,23.1340763,-82.3808471,3,,POINT (-82.3808471 23.1340763)
259080148,23.1342681,-82.3773141,4,,POINT (-82.37731410000001 23.1342681)
259080153,23.1342988,-82.3764501,4,,POINT (-82.3764501 23.1342988)
259080154,23.1343427,-82.3756049,3,,POINT (-82.3756049 23.1343427)
259080155,23.1378714,-82.3793267,3,,POINT (-82.37932669999999 23.1378714)
259080156,23.1371242,-82.3793042,4,,POINT (-82.37930420000001 23.1371242)
259080157,23.1362905,-82.3792949,4,,POINT (-82.3792949 23.1362905)
259080158,23.1356317,-82.3792733,4,,POINT (-82.37927329999999 23.1356317)
